description,eventtypes,hosts,indexes,inputlookups,lookups,myapp,outputlookups,queries,sources,sourcetypes,urlField
tbd,,,,,,"splunk_monitoring_console",,"
                    stats $countIOstatsFunc$(cpu_pct) as cpu_pct by host_mountpoint, _time
                    | `dmc_iostats_rangemap(cpu_pct)`
                    | `dmc_timechart_for_iostats` dc(host_mountpoint) as count by range
                    | fields _time, ""80-100%"", ""60-80%"", ""0-60%"", ""abnormal""
                ",,,"resource_usage_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            stats $countIOstatsFunc$(cpu_pct) as cpu_pct by host_mountpoint, _time
            | `dmc_iostats_rangemap(cpu_pct)`
            | `dmc_timechart_for_iostats` dc(host_mountpoint) as count by range
            | fields _time, ""80-100%"", ""60-80%"", ""0-60%"", ""abnormal""
          ",,,"resource_usage_deployment"
tbd,,"host = replace",,,,"splunk_monitoring_console",,"
            stats $countIOstatsFunc$(cpu_pct) as cpu_pct by host_mountpoint
            | `dmc_iostats_rangemap(cpu_pct)`
            | where range==$drilldown_iostats_metric|s$
            | eval host = replace(host_mountpoint, "":.*"", """")
            | eval mount_point = replace(host_mountpoint, "".*:"", """")
            | `dmc_drilldown_join_peers_by_peerURI`
            | eval Action = Action."" $role$""
            | fields serverName, machine, mount_point, cpu_pct, range, numberOfCores, ram, version, Action
            | rename serverName as Instance, machine as Machine, mount_point as ""Mount Point"", cpu_pct as ""I/O Bandwidth Utilizatio (%)"", range as ""Storage I/O Saturation Range"", version as Version, numberOfCores as Cores, ram as RAM
          ",,,"resource_usage_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_timechart_for_iostats` limit=25 $countIOstatsFunc$(cpu_pct) by host_mountpoint
          ",,,"resource_usage_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_timechart_for_iostats` $aggIOstatsFunc$(cpu_pct) as cpu_pct
          ",,,"resource_usage_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
                    `dmc_set_index_introspection` search_group=$role$ search_group=""$group$"" sourcetype=splunk_disk_objects component=Partitions
                    | eval mount_point = 'data.mount_point'
                    | eval free = if(isnotnull('data.available'), 'data.available', 'data.free')
                    | eval pct_disk_usage = 1 - free / 'data.capacity'
                    | `dmc_set_bin_for_timechart_for_disk_usage`
                    | eval server_mount_point = host."":"".mount_point
                    | stats $countDiskFunc$(pct_disk_usage) as pct_disk_usage by server_mount_point _time
                    | `dmc_disk_usage_rangemap_and_timechart`
                ",,"sourcetype=splunk_disk_objects","resource_usage_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_introspection` search_group=$role$ search_group=""$group$"" sourcetype=splunk_disk_objects component=Partitions
            | eval mount_point = 'data.mount_point'
            | eval free = if(isnotnull('data.available'), 'data.available', 'data.free')
            | eval pct_disk_usage = 1 - free / 'data.capacity'
            | `dmc_set_bin_for_timechart_for_disk_usage`
            | eval server_mount_point = host."":"".mount_point
            | stats $countDiskFunc$(pct_disk_usage) as pct_disk_usage by server_mount_point _time
            | `dmc_disk_usage_rangemap_and_timechart`
          ",,"sourcetype=splunk_disk_objects","resource_usage_deployment"
tbd,,,,,,"splunk_monitoring_console",,"`dmc_drilldown_resource_usage_deployment_disk_usage(""$role$"", ""$group$"", $countDiskFunc$, $drilldown_disk_usage_metric$)`",,,"resource_usage_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_introspection` search_group=$role$ search_group=""$group$"" sourcetype=splunk_disk_objects component=Partitions
            | eval mount_point = 'data.mount_point'
            | eval free = if(isnotnull('data.available'), 'data.available', 'data.free')
            | eval pct_disk_usage = (1 - free / 'data.capacity') * 100
            | `dmc_set_bin_for_timechart_for_disk_usage`
            | eval server_mount_point = host."":"".mount_point
            | `dmc_timechart` partial=f limit=25 $countDiskFunc$(pct_disk_usage) AS pct_disk_usage by server_mount_point
          ",,"sourcetype=splunk_disk_objects","resource_usage_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_introspection` search_group=$role$ search_group=""$group$"" sourcetype=splunk_disk_objects component=Partitions
            | eval server = host
            | eval mount_point = 'data.mount_point'
            | eval free = if(isnotnull('data.available'), 'data.available', 'data.free')
            | eval pct_disk_usage = (1 - free / 'data.capacity') * 100
            | `dmc_set_bin_for_disk_usage`
            | stats latest(pct_disk_usage) as dedup_pct_disk_usage by server mount_point _time
            | `dmc_timechart_for_disk_usage` $avgDiskFunc$(dedup_pct_disk_usage) as pct_disk_usage
          ",,"sourcetype=splunk_disk_objects","resource_usage_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
          | `dmc_get_groups`
          | search search_group=""dmc_group_*""
        ",,,"resource_usage_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          | `dmc_get_groups_containing_role($role$)`
          | search search_group!=""dmc_group_*""
        ",,,"resource_usage_instance"
tbd,,,,"inputlookup dmc_assets",,"splunk_monitoring_console",,"
| inputlookup dmc_assets
| search machine=$machine$
| mvcombine search_group
| join type=outer peerURI
  [| rest splunk_server=local /services/search/distributed/peers
   | rename title as peerURI]
| join type=outer peerURI [|rest splunk_server=local /services/server/info
  | eval peerURI = ""localhost""
  | eval status = ""Up""
  | fields peerURI, status, version]
| join type=outer peerURI [|rest splunk_server=local /services/server/settings
  | eval peerURI = ""localhost""
  | fields peerURI, mgmtHostPort]
| join peerURI
  [| `dmc_get_instance_roles` ]
| eval status = if(status == ""Up"", status, ""Unreachable"")
| makemv role
| fields serverName, peerURI, role, version, status, mgmtHostPort
| eval peerURI = if(peerURI == ""localhost"", ""localhost:"".mgmtHostPort, peerURI)
| fields - mgmtHostPort
| rename serverName as Instance, peerURI as URI, status as ""Status"", role as Role, version as ""Version""
          ",,,"resource_usage_machine"
tbd,,,,,,"splunk_monitoring_console",,"
| rest splunk_server=$splunk_server$ /services/server/status/resource-usage/hostwide 
| stats first(normalized_load_avg_1min) as load_average first(cpu_system_pct) as system, first(cpu_user_pct) as user first(mem) AS mem first(mem_used) AS mem_used by splunk_server
        ",,,"resource_usage_machine"
tbd,,,,,,"splunk_monitoring_console",,"fields load_average",,,"resource_usage_machine"
tbd,,,,,,"splunk_monitoring_console",,"fields splunk_server system user",,,"resource_usage_machine"
tbd,,,,,,"splunk_monitoring_console",,"
fields mem mem_used
| eval perc_80=mem*0.8 
| eval perc_90=mem*0.9 
| eval mem_used=round(mem_used, 0) 
| gauge mem_used 0 perc_80 perc_90, mem
          ",,,"resource_usage_machine"
tbd,,,,,,"splunk_monitoring_console",,"
| rest splunk_server=$instanceDiskUsageSnapshot$ /services/server/status/partitions-space
| join type=outer splunk_server, mount_point [
  | rest splunk_server=$instanceDiskUsageSnapshot$ /services/server/status/resource-usage/iostats
  | eval iops = round(reads_ps + writes_ps)
  | fields splunk_server, mount_point, iops, cpu_pct]
| eval free = if(isnotnull(available), available, free)
| eval usage = round((capacity - free) / 1024, 2)
| eval capacity = round(capacity / 1024, 2)
| eval compare_usage = usage."" / "".capacity
| eval pct_usage = round(usage / capacity * 100, 2) 
| stats first(fs_type) as fs_type first(compare_usage) as compare_usage first(pct_usage) as pct_usage, first(iops) as iops, first(cpu_pct) as cpu_pct by mount_point
| rename mount_point as ""Mount Point"", fs_type as ""File System Type"", compare_usage as ""Disk Usage (GB)"", capacity as ""Capacity (GB)"", pct_usage as ""Disk Usage (%)"", iops as ""I/O operations per second"", cpu_pct as ""Storage I/O Saturation(%)""
          ",,,"resource_usage_machine"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_introspection` sourcetype=splunk_resource_usage component=IOStats host=$host$
          | eval mount_point = 'data.mount_point'
          | eval reads_ps = 'data.reads_ps'
          | eval writes_ps = 'data.writes_ps'
          | eval interval = 'data.interval'
          | eval op_count = (reads_ps + writes_ps) * interval
          | eval avg_service_ms = 'data.avg_service_ms'
          | eval avg_wait_ms = 'data.avg_total_ms'
          | eval cpu_pct = 'data.cpu_pct'
          | eval network_pct = 'data.network_pct'
        ",,"sourcetype=splunk_resource_usage","resource_usage_machine"
tbd,,,,,,"splunk_monitoring_console",,"
            | stats count by mount_point
          ",,,"resource_usage_machine"
tbd,,,,,,"splunk_monitoring_console",,"
            | search data.mount_point=$io_mount_point|s$
            | `dmc_timechart_for_iostats` per_second(op_count) as iops, avg(data.cpu_pct) as avg_cpu_pct, avg(data.avg_service_ms) as avg_service_ms, avg(data.avg_total_ms) as avg_wait_ms, avg(data.network_pct) as avg_network_pct
            | eval iops = round(iops)
            | eval avg_cpu_pct = round(avg_cpu_pct)
            | eval avg_service_ms = round(avg_service_ms)
            | eval avg_wait_ms = round(avg_wait_ms)
            | eval avg_network_pct = round(avg_network_pct)
            | fields _time, iops $io_overlay$
            | rename $io_overlay$ as $io_overlay_label|s$
          ",,,"resource_usage_machine"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_timechart_for_iostats` per_second(op_count) as op_count by mount_point
          ",,,"resource_usage_machine"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_timechart_for_iostats` avg($io_perf_metric$) by mount_point
          ",,,"resource_usage_machine"
tbd,,,,,,"splunk_secure_gateway",,"| rest services/ssg/registration/test_jwt dashboard_format=true ",,,"saml_troubleshooting_dashboard"
tbd,,,,,,"splunk_secure_gateway",,"| makeresults | eval x = ""Test JWT Integration"" | fields x",,,"saml_troubleshooting_dashboard"
tbd,,,,,,"splunk_secure_gateway",,"|rest services/ssg/registration/tokens_enabled dashboard_format=true
| fields tokens_enabled
| eval are_tokens_enabled=if( tokens_enabled=""1"",""Yes"",""No"" )
| eval range=if(are_tokens_enabled=""Yes"", ""low"", ""severe"")
| table are_tokens_enabled, range",,,"saml_troubleshooting_dashboard"
tbd,,,,,,"splunk_secure_gateway",,"
| fields JWT
| eval result=if(isnull(JWT), ""Failed"", ""Success"")
| eval range=if(result=""Success"", ""low"", ""severe"")
| table  result, range",,,"saml_troubleshooting_dashboard"
tbd,,,,,,"splunk_secure_gateway",,"| rest services/ssg/registration/test_jwt dashboard_format=true 
| fields token_expiration
| eval result=if(isnull(token_expiration), ""Error Occured"", token_expiration)
| eval range=if(result=""Error Occured"", ""severe"", ""low"")
| table  result, range",,,"saml_troubleshooting_dashboard"
tbd,,,,,,"splunk_secure_gateway",,"
| fields error_type, message
| eval is_error = if(isnull(error_type), ""false"", ""true"")
| eval msg = if(is_error==""true"", error_type, ""No Error"")
| eval range=if(msg=""No Error"", ""low"", ""severe"")
| table msg, range, is_error",,,"saml_troubleshooting_dashboard"
tbd,,,,,,"splunk_secure_gateway",,"
| fields error_type, message
| eval is_error = if(isnull(message), ""false"", ""true"")
| eval msg = if(is_error==""true"", message, ""No Error"")
| table msg",,,"saml_troubleshooting_dashboard"
tbd,,,,,,"splunk_secure_gateway",,"| makeresults | eval x = ""Validate SAML Configuration"" | fields x",,,"saml_troubleshooting_dashboard"
tbd,,,,,,"splunk_secure_gateway",,"|rest services/ssg/registration/correct_saml_setup dashboard_format=true
| fields attributeQueryRequestSigned, attributeQueryResponseSigned, attributeQuerySoapUsername, idpAttributeQueryUrl, scriptPath, scriptTimeout, getUserInfoTtl, useAuthExtForTokenAuthOnly,scriptFunctions, scriptSecureArguments, SAML
| eval attributeQueryRequestSigned=if(attributeQueryRequestSigned=0, ""false"", ""true"")
| eval attributeQueryResponseSigned=if(attributeQueryResponseSigned=0, ""false"", ""true"")
| eval attributeQuerySoapUsername=if(attributeQuerySoapUsername=0, ""false"", ""true"")
| eval idpAttributeQueryUrl=if(idpAttributeQueryUrl=0, ""false"", ""true"")
| eval scriptPath=if(scriptPath=0, ""false"", ""true"")
| eval scriptTimeout=if(scriptTimeout=0, ""false"", ""true"")
| eval getUserInfoTtl=if(getUserInfoTtl=0, ""false"", ""true"")
| eval useAuthExtForTokenAuthOnly=if(useAuthExtForTokenAuthOnly=0, ""false"", ""true"")
| eval scriptFunctions=if(scriptFunctions=0, ""false"", ""true"")
| eval scriptSecureArguments=if(scriptSecureArguments=0, ""false"", ""true"")
| eval SAML=if(SAML=0, ""false"", ""true"")",,,"saml_troubleshooting_dashboard"
tbd,,,,,,"splunk_secure_gateway",,"| makeresults | eval x = ""SAML Error Logs"" | fields x",,,"saml_troubleshooting_dashboard"
tbd,,,"index=_internal",,,"splunk_secure_gateway",,"index=_internal sourcetype=splunkd ERROR AuthenticationProviderSAML",,"sourcetype=splunkd","saml_troubleshooting_dashboard"
tbd,,,"index=_internal",,,"splunk_secure_gateway",,"index=_internal sourcetype=splunkd ERROR UserManagerPro",,"sourcetype=splunkd","saml_troubleshooting_dashboard"
tbd,,,,,,"splunk_monitoring_console",,"
          | `dmc_get_groups_containing_role(dmc_group_search_head)`
          | search search_group=""dmc_customgroup_*"" OR search_group=""dmc_indexerclustergroup_*"" OR search_group=""dmc_searchheadclustergroup_*""
        ",,,"scheduler_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            | rest splunk_server_group=dmc_group_search_head splunk_server_group=""$group$"" /servicesNS/-/-/saved/searches preserve_args_case=t noProxy=t search=""is_scheduled=1"" search=""disabled=0""
            | stats count by splunk_server
            | join splunk_server type=outer [
              | rest splunk_server_group=dmc_group_search_head splunk_server_group=""$group$"" /services/server/status/limits/search-concurrency
              | fields splunk_server max_hist_scheduled_searches, max_rt_scheduled_searches]
            | join splunk_server type=outer [
              | rest splunk_server_group=dmc_group_search_head splunk_server_group=""$group$"" /services/server/status/resource-usage/splunk-processes
              | search search_props.role=""head"" `dmc_match_all_scheduled_search_types`
              | dedup search_props.sid
              | stats count(eval('search_props.mode'==""historical batch"" OR 'search_props.mode'==""historical"")) as count_hist_search, count(eval('search_props.mode'==""RT"" OR 'search_props.mode'==""RT indexed"")) as count_rt_search by splunk_server ]
            | join splunk_server type=outer [
              | rest splunk_server_group=dmc_group_search_head splunk_server_group=""$group$"" /services/server/info
              | fields splunk_server, numberOfCores, numberOfVirtualCores]
            | eval count_hist_search = if(isnull(count_hist_search), 0, count_hist_search)
            | eval count_rt_search = if(isnull(count_rt_search), 0, count_rt_search)
            | eval hist_concur_vs_limit = count_hist_search."" / "".max_hist_scheduled_searches
            | eval rt_concur_vs_limit = count_rt_search."" / "".max_rt_scheduled_searches
            | `dmc_get_core_info`
            | fields splunk_server, core_info, hist_concur_vs_limit, rt_concur_vs_limit, count
            | rename splunk_server as Instance, core_info AS ""CPU Cores (Physical / Virtual)"", hist_concur_vs_limit as ""Concurrency of Historical Scheduled Report (Running/Limit)"", rt_concur_vs_limit as ""Concurrency of Real-time Scheduled Report (Running/Limit)"", count as ""Unique Scheduled Reports""
          ",,,"scheduler_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` search_group=dmc_group_search_head search_group=""$group$"" sourcetype=scheduler (status=""completed"" OR status=""skipped"" OR status=""deferred"")
            | timechart partial=f limit=20 count by $scheduler_execution_split_by$
          ",,"sourcetype=scheduler","scheduler_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` search_group=dmc_group_search_head search_group=""$group$"" sourcetype=scheduler (status=""completed"" OR status=""skipped"" OR status=""deferred"")
            | bin _time minspan=1min
            | stats count by host, _time
            | timechart partial=f $scheduler_execution_metric$
            | rename total as Total, min_count as Minimum, avg_count as Average, median_count as Median, max_count as Maximum
          ",,"sourcetype=scheduler","scheduler_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_introspection` search_group=dmc_group_search_head search_group=""$group$"" sourcetype=splunk_resource_usage component=PerProcess data.search_props.role=""head"" data.search_props.sid::* `dmc_match_all_scheduled_search_types`
            | `dmc_set_bin`
            | `dmc_rename_introspection_fields`
            | stats dc(sid) AS distinct_search_count by _time, host
            | `dmc_timechart` partial=f limit=20 $agg_report_concurrency_by_instance$(distinct_search_count) AS agg_distinct_search_count by host
            | eval agg_distinct_search_count = round(agg_distinct_search_count, 0)
            | rename agg_distinct_search_count as ""Concurrent Report Count""
          ",,"sourcetype=splunk_resource_usage","scheduler_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_introspection` search_group=dmc_group_search_head search_group=""$group$"" sourcetype=splunk_resource_usage component=PerProcess data.search_props.role=""head"" data.search_props.sid::* `dmc_match_all_scheduled_search_types`
            | `dmc_set_bin`
            | `dmc_rename_introspection_fields`
            | stats dc(sid) AS distinct_search_count by _time, host
            | stats sum(distinct_search_count) as count by _time
            | `dmc_timechart` partial=f $agg_report_concurrency_all_instance$
            | rename min_count as Minimum, avg_count as Average, median_count as Median, max_count as Maximum
          ",,"sourcetype=splunk_resource_usage","scheduler_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` search_group=dmc_group_search_head search_group=""$group$"" sourcetype=scheduler (status=""completed"" OR status=""skipped"" OR status=""deferred"")
            | stats count(eval(status==""completed"" OR status==""skipped"")) AS total_exec, count(eval(status==""skipped"")) AS skipped_exec by _time, host, app, savedsearch_name, user, savedsearch_id
            | `dmc_timechart` partial=f limit=20 eval(round(sum(skipped_exec) / sum(total_exec) * 100, 2)) as skip_ratio by host
            | rename skip_ratio as ""Skip Ratio""
          ",,"sourcetype=scheduler","scheduler_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` search_group=dmc_group_search_head search_group=""$group$"" sourcetype=scheduler (status=""completed"" OR status=""skipped"" OR status=""deferred"")
            | stats count(eval(status==""completed"" OR status==""skipped"")) AS total_exec, count(eval(status==""skipped"")) AS skipped_exec by _time, savedsearch_id
            | `dmc_timechart` partial=f eval(round(sum(skipped_exec) / sum(total_exec) * 100, 2)) as skip_ratio
            | rename skip_ratio as ""Skip Ratio""
          ",,"sourcetype=scheduler","scheduler_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` search_group=dmc_group_search_head search_group=""$group$"" sourcetype=scheduler status=""completed""
            | eval window_time = if(isnotnull(window_time), window_time, 0)
            | eval execution_latency = max(dispatch_time - (scheduled_time + window_time), 0)
            | timechart partial=f limit=20 eval(round(avg(execution_latency), 0)) as latency by $exec_lat_split_by$
          ",,"sourcetype=scheduler","scheduler_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` search_group=dmc_group_search_head search_group=""$group$"" sourcetype=scheduler status=""completed""
            | eval window_time = if(isnotnull(window_time), window_time, 0)
            | eval execution_latency = max(dispatch_time - (scheduled_time + window_time), 0)
            | timechart partial=f $exec_lat_agg$
          ",,"sourcetype=scheduler","scheduler_activity_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
          | `dmc_get_groups_containing_role(dmc_group_search_head)`
          | search search_group!=""dmc_group_*""
        ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            | rest splunk_server=$splunk_server$ /services/server/info
            | eval core_info = if(isnull(numberOfCores), ""N/A"", numberOfCores).""/"".if(isnull(numberOfVirtualCores), ""N/A"", numberOfVirtualCores)
            | fields core_info
          ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          | rest splunk_server=$splunk_server$ /services/server/status/resource-usage/splunk-processes
          | dedup search_props.sid
          | search `dmc_match_all_scheduled_search_types`
        ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          stats count(eval('search_props.mode'==""historical batch"" OR 'search_props.mode'==""historical"")) as count_hist_scheduled_search, count(eval('search_props.mode'==""RT"" OR 'search_props.mode'==""RT indexed"")) as count_rt_scheduled_search by splunk_server
        ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          | rest splunk_server=$splunk_server$ /services/server/status/limits/search-concurrency
          | fields max_hist_scheduled_searches, max_rt_scheduled_searches
        ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            eval scheduled_vs_total_hist_search_limit = ""$count_hist_scheduled_search$"".""/"".max_hist_scheduled_searches
            | fields scheduled_vs_total_hist_search_limit
          ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            eval scheduled_vs_total_rt_search_limit = ""$count_rt_scheduled_search$"".""/"".max_rt_scheduled_searches
            | fields scheduled_vs_total_rt_search_limit
          ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            where 'search_props.mode'==""historical batch"" OR 'search_props.mode'==""historical""
            | fields search_props.name, search_props.app, search_props.user, search_props.type, search_props.mode, search_props.role, mem_used, pct_cpu, elapsed, search_props.sid
            | eval mem_used = round(mem_used, 0)
            | eval pct_cpu = round(pct_cpu, 0)
            | eval elapsed = round(elapsed, 0)
            | rename search_props.name as ""Scheduled Report Name"", search_props.app as App, search_props.user as User, search_props.type as Type, search_props.mode as Mode, search_props.role as Role, mem_used as ""Memory Used (MB)"", pct_cpu as ""CPU Usage (%)"", elapsed as ""Time Spent (sec)"", search_props.sid as ""SID""
          ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            where 'search_props.mode'==""RT"" OR 'search_props.mode'==""RT indexed""
            | fields search_props.name, search_props.app, search_props.user, search_props.type, search_props.mode, search_props.role, mem_used, pct_cpu, elapsed, search_props.sid
            | eval mem_used = round(mem_used, 0)
            | eval pct_cpu = round(pct_cpu, 0)
            | eval elapsed = round(elapsed, 0)
            | rename search_props.name as ""Scheduled Report Name"", search_props.app as App, search_props.user as User, search_props.type as Type, search_props.mode as Mode, search_props.role as Role, mem_used as ""Memory Used (MB)"", pct_cpu as ""CPU Usage (%)"", elapsed as ""Time Spent (sec)"", search_props.sid as ""SID""
          ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"stats count",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            | rest splunk_server=$splunk_server$ ""/servicesNS/-/-/saved/searches/"" earliest_time=`time_modifier(-0s@s)` latest_time=`time_modifier(+8d@d)` search=""is_scheduled=1"" search=""disabled=0""
            | table splunk_server eai:acl.app eai:acl.owner cron_schedule title scheduled_times
            | mvexpand scheduled_times
            | rename scheduled_times as _time eai:acl.app as app eai:acl.owner as user title as search
            | stats count
            | eval count = `dmc_convert_count_unit(count)`
          ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_internal` host=$host$ sourcetype=scheduler (status=""completed"" OR status=""skipped"" OR status=""deferred"")
          | eval window_time = if(isnotnull(window_time), window_time, 0)
          | eval execution_latency = max(dispatch_time - (scheduled_time + window_time), 0)
          | timechart span=1h partial=f avg(execution_latency) AS avg_exec_latency, count(eval(status==""completed"" OR status==""skipped"")) AS total_exec, count(eval(status==""skipped"")) AS skipped_exec
          | eval skip_ratio = round(skipped_exec / total_exec * 100, 2)
          | eval avg_exec_latency = round(avg_exec_latency, 2)
        ",,"sourcetype=scheduler","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"fields _time, skip_ratio",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"fields _time, avg_exec_latency",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          | rest splunk_server=$splunk_server$ ""/servicesNS/-/-/saved/searches/"" search=""is_scheduled=1"" search=""disabled=0""
          | fields title, eai:acl.app, eai:acl.owner, cron_schedule, dispatch.earliest_time, dispatch.latest_time,
          schedule_window, actions
        ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"stats count by eai:acl.app",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"stats count by eai:acl.owner",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            $inventory_app_filter$
            | $inventory_user_filter$
            | eval dispatch.earliest_time = if(isnull('dispatch.earliest_time') OR 'dispatch.earliest_time' == ""0"" OR
            'dispatch.earliest_time'=="""", ""not set"", 'dispatch.earliest_time')
            | eval dispatch.latest_time = if(isnull('dispatch.latest_time') OR 'dispatch.latest_time' == """", ""not set"",
            'dispatch.latest_time')
            | eval actions = if(isnull(actions) OR actions == """", ""none"", actions)
            | rename title as ""Report Name"", eai:acl.app as App, eai:acl.owner as User, cron_schedule as ""Cron
            Schedule"", dispatch.earliest_time as ""Earliest Time"", dispatch.latest_time as ""Latest Time"", schedule_window as ""Schedule Window (minutes)"", actions as Actions
          ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          `dmc_set_index_internal` host=$host$ sourcetype=scheduler (status=""completed"" OR status=""skipped"" OR
          status=""deferred"")
          | eval alert_actions = if(isnull(alert_actions) OR alert_actions == """", ""none"", alert_actions)
          | stats count by $scheduler_execution_split_by$
        ",,"sourcetype=scheduler","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"stats sum(count) as total",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            sort - count
            | eventstats sum(count) AS total
            | eval percent = round(count / total * 100, 2)."" %""
            | fields - total
            | rename status as Status, app as App, user as User, savedsearch_name as ""Report Name"", alert_actions as ""Alert Actions"", count as Count, percent as ""Percent of Total""
          ",,,"scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` host=$host$ sourcetype=scheduler (status=""completed"" OR status=""skipped"" OR
            status=""deferred"")
            | eval alert_actions = if(isnull(alert_actions) OR alert_actions == """", ""none"", alert_actions)
            | timechart partial=f count by $scheduler_execution_timechart_split_by$
          ",,"sourcetype=scheduler","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` sourcetype=splunkd group=""searchscheduler"" host=$host$
            | `dmc_timechart_for_metrics_log` sum(completed) as completed_count,
            $scheduler_completion_runtime_aggregation$(total_runtime) as total_runtime
            | eval total_runtime=round(total_runtime, 0)
          ",,"sourcetype=splunkd","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_introspection` host=$host$ sourcetype=splunk_resource_usage component=PerProcess data.search_props.role=""head"" data.search_props.mode=""$searchMode$"" data.search_props.sid::* `dmc_match_all_scheduled_search_types`
            | `dmc_rename_introspection_fields`
            | `dmc_set_bin`
            | stats dc(sid) AS distinct_search_count by _time, $concurrencySplitBy$
            | `dmc_timechart` $concurrencyFunction$(distinct_search_count) AS ""$concurrencyFunction$ of search
            concurrency"" by $concurrencySplitBy$
            | eval search_mode = ""$searchMode$""
            | eval scheduled_search_limit = case(match(search_mode, ""historical""), $max_hist_scheduled_searches$,
            match(search_mode, ""RT""), $max_rt_scheduled_searches$, true(), NULL)
            | fields - search_mode
          ",,"sourcetype=splunk_resource_usage","scheduler_activity_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_introspection` host=$host$ sourcetype=splunk_resource_usage component=PerProcess data.search_props.sid::* data.search_props.role=""head"" `dmc_match_all_scheduled_search_types`
            | `dmc_set_bin`
            | `dmc_rename_introspection_fields`
            | stats max(elapsed) as ELAPSED by sid $runtimeSplitBy$ _time
            | streamstats current=t global=f window=2 earliest(ELAPSED) as prev_ELAPSED latest(ELAPSED) as curr_ELAPSED by sid $runtimeSplitBy$
            | eval `dmc_collection_interval`
            | eval delta_ELAPSED = curr_ELAPSED - prev_ELAPSED
            | eval runtime = if(delta_ELAPSED = 0, min(curr_ELAPSED, collection_interval), delta_ELAPSED)
            | `dmc_timechart` sum(runtime) by $runtimeSplitBy$
          ",,"sourcetype=splunk_resource_usage","scheduler_activity_instance"
